Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
DÁKITI,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",205090,2020-10-30,80,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,205090,4,"Baby, ya yo me enteré, se nota cuando me ve'
Ahí, donde no has llega'o, sabes que yo te llevaré
Y dime, ¿qué quieres beber?, es que tú eres mi bebé
¿Y de nosotros quién va a hablar, si no nos dejamos ver?

Y a vece' e'Dolce, a vece' Bulgari
Cuando te lo quito después de lo' party
Las copa' de vino, las libra' de mari'
Tú estás bien suelta, yo de safari

Tú muevе' el culo fenomenal
Pa yo devorarte como animal
Si no te ha' veni'o, yo te vo'a esperar
En mi cama, y lo vo'a celebrar

Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira', vamo' a nadar en lo hondo

Si e'por mí, te lo pongo
De septiembre hasta agosto
"
Astronaut In The Ocean,Masked Wolf,spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,63,australian hip hop,132780,2021-01-06,76,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4,"Astro-naut

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

She say that I'm cool (damn straight)
I'm like, ""Yeah, that's true"" (that's true)
I believe in G-O-D (ayy)
Don't believe in T-H-O-T
She keep playing me dumb (play me)
I'ma play her for fun (uh-huh)
Y'all don't really know my mental
Lemme give you the picture like stencil
"
The Business,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,81,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",164000,2020-09-16,78,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4,"Ooh, yeah, yeah
(Ooh, yeah, yeah)
(Ooh, yeah, yeah)
(Ooh, yeah, yeah)

Mama, please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business

Let's get down (ooh, yeah, yeah)
Let's get down (ooh, yeah, yeah)
Let's get down (ooh, yeah, yeah)
Let's get down, let's get down
Let's gеt down, let's get down

Let's gеt down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
"
Rain On Me (with Ariana Grande),Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,83,"art pop, dance pop, pop",182200,2020-05-22,72,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200,4,"I didn't ask for a free ride
I only asked you to show me a real good time
I never asked for the rainfall
At least I showed up, you showed me nothing at all

It's coming down on me
Water like misery
It's coming down on me
I'm ready, rain on me

I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me

Rain on me
Mmh, oh yeah, baby
Rain on me

Livin' in a world where no one's innocent
Oh, but at least we try, mmh
"
Dynamite,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,86,"k-pop, k-pop boy group, pop",199053,2020-08-21,0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,audio_features,0v1x6rN6JHRapa03JElljE,spotify:track:0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/tracks/0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/audio-analysis/0v1x6rN6JHRapa03JElljE,199054,4,"Cause I, I, I'm in the stars tonight
So watch me bring the fire and set the night alight
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum
Rolling on like a Rolling Stone
"
Kiss Me More (feat. SZA),Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",208866,2021-04-09,78,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4,"We hug and, yes, we make love
And always just say, ""Goodnight"" (la-la-la, la-la-la)
And we cuddle, sure, I do love it
But I need your lips on mine

(Can you kiss me more?)
We're so young, boy, we ain't got nothing to lose, uh-oh
(It's just principle)
Baby, hold me 'cause I like the way you groove, uh-oh

Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la, la-la
All on my tongue, I want it (la-la-la, la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la, la-la
All on my tongue, I want it (la-la-la, la-la)

I, I feel like cuffing something
But we can be corny, okay
Sugar, I ain't no dummy-dummy
I like to say, ""What if?""
But if we could kiss and just cut the rubbish
Then I might be on to something
I ain't giving you one in public
I'm giving you hundreds, come get
"
telepatía,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,83,colombian pop,160191,2020-12-04,85,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4,"¿Quién lo diría?
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día

You know I'm just a flight away
If you wanted, you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando

You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
"
Levitating (feat. DaBaby),Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,86,"dance pop, pop, uk pop",203064,2020-10-01,74,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,audio_features,463CkQjx2Zk1yXoBuierM9,spotify:track:463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4,"BILLBOARD BABY, Dua Lipa make 'em dance when it come on
E'rybody lookin' for a dance floor to run on

If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time

You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah

I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (you're the moonlight)
I need you all night, come on, dance with me
I'm levitating

I'm one of the greatest, ain't no debatin' on it (let's go)
I'm still levitatin', I'm heavily medicated
Ironic, I gave 'em love, and they end up hatin' on me (cold)
She told me she love me, and she'd been waitin'
Been fightin' hard for your love, and I'm runnin' thin on my patience
Needed someone to hug, even took it back to the basics

You see what you got me out here doin'? (Yeah)
Might've threw me off, but can't nobody stop the movement, uh-uh
"
My Universe,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,86,"permanent wave, pop",228000,2021-09-24,80,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4,"You (you), you are (you are) my universe
And I (I) just want (just want) to put you first
And you (you), you are (you are) my universe, and I

In the night, I lie and look up at you
When the morning comes, I watch you rise
There's a paradise they couldn't capture
That bright infinity inside your eyes

매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never-ending forever, baby

You (you), you are (you are) my universe
And I (I) just want (just want) to put you first
And you (you), you are (you are) my universe
And you make my world light up inside

어둠이 내겐 더 편했었지
"
About Damn Time,Lizzo,spotify:artist:56oDRnqbIiwx4mymNEv7dS,71,"escape room, minnesota hip hop, pop, trap queen",191822,2022-04-14,77,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4,
Super Freaky Girl,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,87,"hip pop, pop, queens hip hop, rap",170977,2022-08-12,76,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,audio_features,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4,"She's alright
That girl's alright with me, yeah
Ayy-yo (hey, hey, hey, hey)

I can lick it, I can ride it while you slipping and sliding
I can do all them little tricks, and keep the d- up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

He want a F-R-E, A-K
F-R-E, A-K, A-K, A-K, A-K
E-A-K, F-R-E-A-K

Uh, okay, one thing about me, I'm the baddest alive
He know the prettiest - didn't come until I arrive
I don't let - get to me, I - they man if they try
I got a princess face, a killer body, samurai mind
They can't be Nicki, they so stupid, I just laugh when they try
A thong bikini up my -, I think I'll go for a dive
His ex - went up against me, but she didn't survive
On applications, I write ""pressure"" 'cause that's what I apply (brrr)
"
Pink Venom,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,81,"k-pop, k-pop girl group, pop",186964,2022-08-19,70,0.798,0.697,0,-7.139,1,0.0891,0.0202,0,0.259,0.745,90.031,audio_features,0skYUMpS0AcbpjcGsAbRGj,spotify:track:0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/tracks/0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/audio-analysis/0skYUMpS0AcbpjcGsAbRGj,186964,4,"Blackpink
Blackpink
Blackpink
Blackpink

Kick in the door, waving the coco'
팝콘이나 챙겨 껴들 생각 말고
I talk that talk, runways I walk-walk
눈 감고, pop-pop, 안 봐도 척

One by one, then two by two
내 손끝 툭 하나에 다 무너지는 중
가짜 쇼 치곤 화려했지
Makes no sense, you couldn't get a dollar out of me

자, 오늘 밤이야, 난 독을 품은 꽃
네 혼을 빼앗은 다음, look what you made us do
천천히 널 잠재울 fire
잔인할 만큼 아름다워 (I bring the pain like)

This that pink venom, this that pink venom
This that pink venom (get 'em, get 'em, get 'em)
Straight to ya dome like whoa-whoa-whoa
"
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,74,lgbtq+ hip hop,212352,2021-09-17,79,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4,"(D-D-Daytrip took it to ten)

Baby back, ayy, couple racks, ayy
Couple Grammys on him, couple plaques, ayy
That's a fact, ayy, throw it back, ayy
Throw it back, ayy

And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah

I told you long ago on the road
I got what they waiting for
I don't run from nothing, dog, get your soldiers
Tell 'em I ain't layin' low
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog, get your soldiers
Tell 'em that the break is over (uh)

Need to, uh, need to get this album done
Need a couple number ones
Need a plaque on every song
Need me like one with Nicki now
Tell a rap - I don't see ya (hah)
I'm a pop - like Bieber (hah)
I don't -, I'm queer (hah)
But these - like Madea, yeah, yeah, yeah, ayy (yeah)
"
First Class,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,84,"deep underground hip hop, kentucky hip hop, pop rap, rap",173947,2022-04-08,15,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,audio_features,1rDQ4oMwGJI7B4tovsBOxc,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/tracks/1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/audio-analysis/1rDQ4oMwGJI7B4tovsBOxc,173948,4,"Uh

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I could see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I'on care what frat that you was in
You can't alpha me, keep dreaming

Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like, so I just keep cheesing
Hard drive full of heat seeking
"
Bad Habit,Steve Lacy,spotify:artist:57vWImR43h4CaDao012Ofp,80,afrofuturism,232066,2022-07-15,83,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067,4,"(I wish I knew you) wanted me
I wish I knew, I wish I knew you wanted me
I wish I knew, I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, coulda made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew, I wish I knew you wanted me
I wish I knew (oh), I wish I knew you wanted me
"
Heat Waves,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,73,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",238805,2020-08-06,26,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,"(Last night, all I think about is you)
(Don't stop, baby, you can walk)

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Usually, I put something on TV
So we never think about you and me
But today I see our reflections clearly
In Hollywood, laying on the screen

You just need a better life than this
You need something I can never give
Fake water all across the road
It's gone now, the night has come, but

Sometimes all I think about is you
"
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,613026,2021-11-12,87,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4,"I walked through the door with you
The air was cold
But something 'bout it felt like home somehow
And I, left my scarf there at your sister's house
And you've still got it in your drawer even now

Oh, your sweet disposition
And my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

And I know it's long gone and that magic's not here no more
And I might be okay, but I'm not fine at all

'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You told me 'bout your past thinking your future was me

And you were tossing me the car keys
""F- the patriarchy"" keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he's gonna say it's love
You never called it what it was

'Til we were dead and gone and buried
Check the pulse and come back swearing it's the same
After three months in the grave
And then you wondered where it went to as I reached for you
But all I felt was shame, and you held my lifeless frame

And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

'Cause there we are again in the middle of the night
"
Heartbreak Anniversary,Giveon,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,75,r&b,198370,2020-03-27,82,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3,"Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mm-mm
Still got your things here
And they stare at me like souvenir
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside, like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
"
Rare,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,81,"pop, post-teen pop",220589,2020-01-10,63,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,audio_features,7HMmFQsKsljwTw8bS7lu19,spotify:track:7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/tracks/7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/audio-analysis/7HMmFQsKsljwTw8bS7lu19,220590,4,"Baby (baby)
You've been so distant from me lately (lately)

And lately (and lately)
Don't even want to call you baby (baby)

Saw us getting older (older)
Burning toast in the toaster
My ambitions were too high (high)
Waiting up for you upstairs (upstairs)
Why you act like I'm not there?
Baby, right now it feels like

It feels like you don't care
Oh, why don't you recognize I'm so rare?

Always there
You don't do the same for me
That's not fair

I don't have it all
I'm not claiming to
But I know that I'm special (special)
Yeah
And I'll bet there's somebody else out there
To tell me I'm rare
To make me feel rare

Baby (baby)
Don't make me count up all the reasons
To stay with you
"
Eyes Closed,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,87,"pop, singer-songwriter pop, uk pop",194848,2023-03-24,37,0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,4,"I know it's a bad idea
But how can I help myself?
Been inside for most this year
And I thought a few drinks, they might help
It's been a while, my dear
Dealin' with the cards life dealt
I'm still holdin' back these tears
While my friends are somewhere else

I pictured this year a little bit different when it hit February
I step in the bar, it hit me so hard, oh, how can it be this heavy?
Every song reminds me you're gone, and I feel the lump form in my throat
'Cause I'm here alone

Just dancin' with my eyes closed
'Cause everywhere I look, I still see you
And time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my

Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
So I'll keep dancin' with my-
"
drivers license,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,242013,2021-01-08,27,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,audio_features,7lPN2DXiMsVn7XUKtOW1CS,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4,"I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect
But I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,93,"canadian contemporary r&b, canadian pop, pop",191013,2021-04-23,83,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4,"Ooh (ooh)
Nah-nah, yeah

I saw you dancing in a crowded room (uh)
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye

I don't know why I run away (oh, oh, oh, oh, oh)
I'll make you cry when I run away (oh, oh, oh, oh, oh)

Take me back 'cause I wanna stay
Save your tears for another

"
MONTERO (Call Me By Your Name),Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,74,lgbtq+ hip hop,137875,2021-03-31,75,0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,audio_features,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,137876,4,"I caught it bad yesterday
You hit me with a call to your place
Ain't been out in a while anyway
Was hoping I could catch you throwing smiles in my face

Romantic talking? You don't even have to try
You're cute enough to fuck with me tonight
Looking at the table all I see is weed and white
Baby, you living the life, but nigga, you ain't livin' right

Cocaine and drinking with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

"
Beggin',Måneskin,spotify:artist:0lAWpj5szCSwM4rUMHYmrr,79,"indie rock italiano, italian pop",211560,2017-12-08,85,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4,"Put your loving hand out, baby
'Cause I'm beggin'

I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling

Riding high, when I was king
I played it hard and fast, 'cause I had everything
I walked away, but you warned me then
But easy come, and easy go, and it would end

So, any time I bleed, you let me go
Yeah, any time I feed you, get me? No?
Any time I seek, you let me know
But I plan and see, just let me go

I'm on my knees when I'm beggin'
'Cause I don't want to lose you
Hey yeah, ratatata

'Cause I'm beggin', beggin' you
And put your loving hand out, baby
I'm beggin', beggin' you
And put your loving hand out, darling
"
good 4 u,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,178147,2021-05-14,22,0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,audio_features,6PERP62TejQjgHu81OHxgM,spotify:track:6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/tracks/6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/audio-analysis/6PERP62TejQjgHu81OHxgM,178148,4,
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,88,"canadian pop, pop",198081,2021-03-19,83,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,"I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

And I see you (oh), the way I breathe you in (in), it's the texture of your skin
I wanna wrap my arms around you, baby, never let you go, oh
And I say, oh, there's nothing like your touch
It's the way you lift me up, yeah
And I'll be right here with you 'til the end

I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

You ain't sure yet, but I'm for ya
All I could want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
"
telepatía,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,83,colombian pop,160191,2020-12-04,85,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4,"¿Quién lo diría?
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día

You know I'm just a flight away
If you wanted, you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando

You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
"
